Chewie-NS ID	Original ID
wgMLST-00032987	b2007
wgMLST-00032990	b2011
wgMLST-00032994	b2015
wgMLST-00032995	b2016
wgMLST-00032997	b2019
wgMLST-00032998	b2020
wgMLST-00032999	b2021
wgMLST-00033000	b2022
wgMLST-00033001	b2023
wgMLST-00033002	b2024
wgMLST-00033003	b2025
wgMLST-00033004	b2026
wgMLST-00033006	b2029
wgMLST-00033026	b2061
wgMLST-00033027	b2064
wgMLST-00033028	b2065
wgMLST-00033029	b2066
wgMLST-00033035	b2075
wgMLST-00033037	b2078
wgMLST-00033038	b2079
wgMLST-00033039	b2080
wgMLST-00033040	b2081
wgMLST-00033041	b2085
wgMLST-00033042	b2086
wgMLST-00033044	b2097
wgMLST-00033047	b2100
wgMLST-00033048	b2101
wgMLST-00033049	b2103
wgMLST-00033050	b2104
wgMLST-00033052	b2107
wgMLST-00033056	b2112
wgMLST-00033057	b2113
wgMLST-00033058	b2114
wgMLST-00033061	b2125
wgMLST-00033062	b2126
wgMLST-00033064	b2128
wgMLST-00033065	b2129
wgMLST-00033066	b2130
wgMLST-00033067	b2131
wgMLST-00033068	b2132
wgMLST-00033069	b2133
wgMLST-00033070	b2134
wgMLST-00033071	b2135
wgMLST-00033072	b2136
wgMLST-00033075	b2141
wgMLST-00033076	b2142
wgMLST-00033077	b2143
wgMLST-00033078	b2144
wgMLST-00033079	b2145
wgMLST-00033082	b2148
wgMLST-00033083	b2149
wgMLST-00033084	b2150
wgMLST-00033085	b2151
wgMLST-00033086	b2152
wgMLST-00033087	b2153
wgMLST-00033090	b2156
wgMLST-00033091	b2157
wgMLST-00033092	b2158
wgMLST-00033093	b2159
wgMLST-00033094	b2160
wgMLST-00033095	b2163
wgMLST-00033096	b2165
wgMLST-00033097	b2166
wgMLST-00033098	b2167
wgMLST-00033099	b2168
wgMLST-00033100	b2169
wgMLST-00033101	b2171
wgMLST-00033102	b2173
wgMLST-00033103	b2174
wgMLST-00033104	b2175
wgMLST-00033105	b2176
wgMLST-00033106	b2177
wgMLST-00033107	b2178
wgMLST-00033108	b2179
wgMLST-00033109	b2180
wgMLST-00033110	b2181
wgMLST-00033112	b2183
wgMLST-00033113	b2184
wgMLST-00033114	b2185
wgMLST-00033115	b2186
wgMLST-00033116	b2187
wgMLST-00033117	b2188
wgMLST-00033118	b2193
wgMLST-00033119	b2194
wgMLST-00033120	b2195
wgMLST-00033121	b2196
wgMLST-00033122	b2197
wgMLST-00033123	b2198
wgMLST-00033124	b2199
wgMLST-00033125	b2200
wgMLST-00033126	b2201
wgMLST-00033127	b2202
wgMLST-00033128	b2203
wgMLST-00033129	b2204
wgMLST-00033130	b2205
wgMLST-00033132	b2207
wgMLST-00033133	b2208
wgMLST-00033134	b2209
wgMLST-00033136	b2211
wgMLST-00033137	b2212
wgMLST-00033138	b2213
wgMLST-00033139	b2214
wgMLST-00033140	b2216
wgMLST-00033141	b2217
wgMLST-00033142	b2218
wgMLST-00033147	b2225
wgMLST-00033149	b2231
wgMLST-00033150	b2232
wgMLST-00033152	b2235
wgMLST-00033153	b2236
wgMLST-00033154	b2237
wgMLST-00033156	b2240
wgMLST-00033157	b2241
wgMLST-00033158	b2242
wgMLST-00033159	b2243
wgMLST-00033161	b2249
wgMLST-00033162	b2250
wgMLST-00033163	b2251
wgMLST-00033164	b2252
wgMLST-00033165	b2253
wgMLST-00033166	b2254
wgMLST-00033168	b2256
wgMLST-00033169	b2257
wgMLST-00033170	b2258
wgMLST-00033172	b2260
wgMLST-00033173	b2261
wgMLST-00033174	b2262
wgMLST-00033176	b2264
wgMLST-00033177	b2265
wgMLST-00033178	b2266
wgMLST-00033179	b2267
wgMLST-00033180	b2268
wgMLST-00033182	b2272
wgMLST-00033186	b2276
wgMLST-00033187	b2277
wgMLST-00033188	b2278
wgMLST-00033189	b2279
wgMLST-00033190	b2280
wgMLST-00033191	b2281
wgMLST-00033192	b2282
wgMLST-00033193	b2283
wgMLST-00033194	b2284
wgMLST-00033195	b2285
wgMLST-00033196	b2286
wgMLST-00033197	b2287
wgMLST-00033198	b2288
wgMLST-00033199	b2289
wgMLST-00033200	b2290
wgMLST-00033201	b2291
wgMLST-00033202	b2292
wgMLST-00033204	b2294
wgMLST-00033205	b2295
wgMLST-00033206	b2296
wgMLST-00033207	b2297
wgMLST-00033208	b2298
wgMLST-00033209	b2299
wgMLST-00033210	b2300
wgMLST-00033211	b2301
wgMLST-00033212	b2302
wgMLST-00033213	b2303
wgMLST-00033214	b2304
wgMLST-00033216	b2306
wgMLST-00033217	b2307
wgMLST-00033218	b2308
wgMLST-00033219	b2311
wgMLST-00033220	b2312
wgMLST-00033221	b2313
wgMLST-00033222	b2314
wgMLST-00033223	b2315
wgMLST-00033224	b2316
wgMLST-00033225	b2317
wgMLST-00033226	b2318
wgMLST-00033227	b2319
wgMLST-00033228	b2320
wgMLST-00033229	b2321
wgMLST-00033231	b2323
wgMLST-00033232	b2324
wgMLST-00033233	b2325
wgMLST-00033234	b2326
wgMLST-00033235	b2327
wgMLST-00033236	b2328
wgMLST-00033237	b2329
wgMLST-00033238	b2330
wgMLST-00033239	b2331
wgMLST-00033242	b2339
wgMLST-00033243	b2340
wgMLST-00033244	b2341
wgMLST-00033245	b2342
wgMLST-00033246	b2343
wgMLST-00033247	b2344
wgMLST-00033248	b2346
wgMLST-00033249	b2347
wgMLST-00033260	b2369
wgMLST-00033262	b2372
wgMLST-00033263	b2373
wgMLST-00033264	b2374
wgMLST-00033265	b2375
wgMLST-00033266	b2376
wgMLST-00033267	b2377
wgMLST-00033268	b2378
wgMLST-00033269	b2379
wgMLST-00033274	b2384
wgMLST-00033275	b2386
wgMLST-00033276	b2387
wgMLST-00033277	b2388
wgMLST-00033278	b2389
wgMLST-00033279	b2390
wgMLST-00033280	b2392
wgMLST-00033281	b2393
wgMLST-00033283	b2398
wgMLST-00033285	b2400
wgMLST-00033289	b2410
wgMLST-00033290	b2411
wgMLST-00033291	b2412
wgMLST-00033292	b2413
wgMLST-00033293	b2414
wgMLST-00033294	b2415
wgMLST-00033295	b2418
wgMLST-00033296	b2419
wgMLST-00033298	b2421
wgMLST-00033299	b2422
wgMLST-00033300	b2423
wgMLST-00033301	b2424
wgMLST-00033302	b2425
wgMLST-00033303	b2426
wgMLST-00033305	b2428
wgMLST-00033307	b2431
wgMLST-00033308	b2432
wgMLST-00033309	b2433
wgMLST-00033310	b2434
wgMLST-00033311	b2435
wgMLST-00033312	b2436
wgMLST-00033313	b2438
wgMLST-00033314	b2439
wgMLST-00033323	b2461
wgMLST-00033324	b2462
wgMLST-00033325	b2463
wgMLST-00033326	b2466
wgMLST-00033327	b2467
wgMLST-00033328	b2468
wgMLST-00033330	b2470
wgMLST-00033331	b2471
wgMLST-00033332	b2472
wgMLST-00033334	b2474
wgMLST-00033335	b2475
wgMLST-00033336	b2476
wgMLST-00033337	b2477
wgMLST-00033338	b2478
wgMLST-00033339	b2479
wgMLST-00033340	b2480
wgMLST-00033345	b2493
wgMLST-00033346	b2494
wgMLST-00033347	b2495
wgMLST-00033348	b2496
wgMLST-00033349	b2497
wgMLST-00033350	b2498
wgMLST-00033351	b2499
wgMLST-00033352	b2500
wgMLST-00033353	b2501
wgMLST-00033354	b2502
wgMLST-00033356	b2504
wgMLST-00033357	b2506
wgMLST-00033358	b2507
wgMLST-00033359	b2508
wgMLST-00033360	b2509
wgMLST-00033361	b2511
wgMLST-00033362	b2512
wgMLST-00033363	b2513
wgMLST-00033364	b2514
wgMLST-00033365	b2515
wgMLST-00033366	b2516
wgMLST-00033367	b2517
wgMLST-00033368	b2518
wgMLST-00033372	b2522
wgMLST-00033373	b2523
wgMLST-00033374	b2524
wgMLST-00033375	b2525
wgMLST-00033376	b2527
wgMLST-00033377	b2528
wgMLST-00033378	b2529
wgMLST-00033379	b2530
wgMLST-00033380	b2531
wgMLST-00033381	b2532
wgMLST-00033382	b2533
wgMLST-00033383	b2534
wgMLST-00033384	b2535
wgMLST-00033385	b2536
wgMLST-00033394	b2547
wgMLST-00033397	b2551
wgMLST-00033398	b2552
wgMLST-00033400	b2556
wgMLST-00033401	b2557
wgMLST-00033402	b2558
wgMLST-00033403	b2559
wgMLST-00033404	b2560
wgMLST-00033405	b2561
wgMLST-00033406	b2563
wgMLST-00033407	b2564
wgMLST-00033408	b2565
wgMLST-00033409	b2566
wgMLST-00033410	b2567
wgMLST-00033411	b2568
wgMLST-00033412	b2569
wgMLST-00033413	b2570
wgMLST-00033414	b2571
wgMLST-00033415	b2572
wgMLST-00033416	b2573
wgMLST-00033418	b2575
wgMLST-00033419	b2576
wgMLST-00033420	b2577
wgMLST-00033421	b2578
wgMLST-00033422	b2580
wgMLST-00033423	b2581
wgMLST-00033424	b2582
wgMLST-00033425	b2583
wgMLST-00033426	b2584
wgMLST-00033427	b2585
wgMLST-00033428	b2586
wgMLST-00033430	b2592
wgMLST-00033431	b2593
wgMLST-00033432	b2594
wgMLST-00033433	b2595
wgMLST-00033434	b2597
wgMLST-00033436	b2599
wgMLST-00033437	b2600
wgMLST-00033438	b2601
wgMLST-00033439	b2602
wgMLST-00033440	b2603
wgMLST-00033441	b2605
wgMLST-00033442	b2606
wgMLST-00033443	b2607
wgMLST-00033444	b2608
wgMLST-00033445	b2609
wgMLST-00033446	b2610
wgMLST-00033447	b2611
wgMLST-00033448	b2614
wgMLST-00033449	b2615
wgMLST-00033450	b2616
wgMLST-00033451	b2617
wgMLST-00033452	b2618
wgMLST-00033453	b2619
wgMLST-00033454	b2620
wgMLST-00033466	b2659
wgMLST-00033467	b2660
wgMLST-00033469	b2664
wgMLST-00033470	b2665
wgMLST-00033471	b2666
wgMLST-00033472	b2667
wgMLST-00033473	b2668
wgMLST-00033474	b2669
wgMLST-00033475	b2670
wgMLST-00033476	b2671
wgMLST-00033478	b2673
wgMLST-00033480	b2675
wgMLST-00033481	b2676
wgMLST-00033482	b2677
wgMLST-00033483	b2678
wgMLST-00033484	b2679
wgMLST-00033485	b2682
wgMLST-00033486	b2683
wgMLST-00033487	b2684
wgMLST-00033489	b2687
wgMLST-00033490	b2688
wgMLST-00033491	b2689
wgMLST-00033492	b2690
wgMLST-00033493	b2696
wgMLST-00033494	b2697
wgMLST-00033495	b2698
wgMLST-00033496	b2699
wgMLST-00033497	b2700
wgMLST-00033498	b2701
wgMLST-00033499	b2704
wgMLST-00033501	b2706
wgMLST-00033502	b2707
wgMLST-00033503	b2708
wgMLST-00033504	b2709
wgMLST-00033506	b2711
wgMLST-00033507	b2712
wgMLST-00033508	b2713
wgMLST-00033515	b2722
wgMLST-00033517	b2724
wgMLST-00033518	b2725
wgMLST-00033519	b2726
wgMLST-00033520	b2727
wgMLST-00033521	b2728
wgMLST-00033522	b2729
wgMLST-00033523	b2730
wgMLST-00033524	b2732
wgMLST-00033525	b2733
wgMLST-00033533	b2742
wgMLST-00033534	b2743
wgMLST-00033535	b2744
wgMLST-00033536	b2745
wgMLST-00033537	b2746
wgMLST-00033538	b2747
wgMLST-00033539	b2748
wgMLST-00033540	b2749
wgMLST-00033541	b2750
wgMLST-00033542	b2751
wgMLST-00033543	b2752
wgMLST-00033544	b2753
wgMLST-00033550	b2762
wgMLST-00033551	b2763
wgMLST-00033552	b2764
wgMLST-00033553	b2765
wgMLST-00033556	b2777
wgMLST-00033557	b2779
wgMLST-00033558	b2780
wgMLST-00033559	b2781
wgMLST-00033562	b2784
wgMLST-00033564	b2786
wgMLST-00033566	b2789
wgMLST-00033567	b2790
wgMLST-00033568	b2791
wgMLST-00033569	b2792
wgMLST-00033570	b2793
wgMLST-00033571	b2794
wgMLST-00033572	b2795
wgMLST-00033573	b2796
wgMLST-00033574	b2798
wgMLST-00033575	b2799
wgMLST-00033576	b2800
wgMLST-00033577	b2802
wgMLST-00033580	b2805
wgMLST-00033581	b2806
wgMLST-00033582	b2807
wgMLST-00033583	b2808
wgMLST-00033584	b2809
wgMLST-00033585	b2811
wgMLST-00033586	b2812
wgMLST-00033587	b2813
wgMLST-00033588	b2817
wgMLST-00033589	b2818
wgMLST-00033590	b2819
wgMLST-00033591	b2820
wgMLST-00033592	b2821
wgMLST-00033593	b2822
wgMLST-00033594	b2823
wgMLST-00033595	b2824
wgMLST-00033596	b2825
wgMLST-00033598	b2827
wgMLST-00033599	b2828
wgMLST-00033600	b2829
wgMLST-00033601	b2830
wgMLST-00033602	b2831
wgMLST-00033603	b2832
wgMLST-00033604	b2833
wgMLST-00033605	b2834
wgMLST-00033606	b2835
wgMLST-00033607	b2836
wgMLST-00033608	b2837
wgMLST-00033609	b2838
wgMLST-00033610	b2839
wgMLST-00033612	b2842
wgMLST-00033613	b2843
wgMLST-00033614	b2845
wgMLST-00033619	b2866
wgMLST-00033620	b2867
wgMLST-00033621	b2868
wgMLST-00033636	b2889
wgMLST-00033637	b2892
wgMLST-00033638	b2893
wgMLST-00033639	b2894
wgMLST-00033640	b2895
wgMLST-00033641	b2896
wgMLST-00033642	b2897
wgMLST-00033643	b2898
wgMLST-00033644	b2899
wgMLST-00033647	b2903
wgMLST-00033648	b2904
wgMLST-00033649	b2905
wgMLST-00033650	b2906
wgMLST-00033651	b2907
wgMLST-00033652	b2908
wgMLST-00033653	b2909
wgMLST-00033654	b2910
wgMLST-00033655	b2912
wgMLST-00033656	b2913
wgMLST-00033657	b2914
wgMLST-00033658	b2916
wgMLST-00033661	b2922
wgMLST-00033662	b2923
wgMLST-00033663	b2924
wgMLST-00033664	b2925
wgMLST-00033665	b2926
wgMLST-00033666	b2927
wgMLST-00033672	b2936
wgMLST-00033673	b2937
wgMLST-00033674	b2938
wgMLST-00033676	b2942
wgMLST-00033677	b2944
wgMLST-00033678	b2945
wgMLST-00033679	b2946
wgMLST-00033680	b2947
wgMLST-00033681	b2948
wgMLST-00033682	b2949
wgMLST-00033683	b2950
wgMLST-00033684	b2951
wgMLST-00033685	b2952
wgMLST-00033686	b2953
wgMLST-00033687	b2954
wgMLST-00033688	b2955
wgMLST-00033690	b2958
wgMLST-00033691	b2959
wgMLST-00033692	b2960
wgMLST-00033693	b2961
wgMLST-00033694	b2962
wgMLST-00033695	b2963
wgMLST-00033696	b2964
wgMLST-00033698	b2966
wgMLST-00033704	b2988
wgMLST-00033705	b2989
wgMLST-00033706	b2990
wgMLST-00033707	b2991
wgMLST-00033708	b2992
wgMLST-00033709	b2993
wgMLST-00033710	b2994
wgMLST-00033711	b2995
wgMLST-00033712	b2996
wgMLST-00033713	b2997
wgMLST-00033714	b2998
wgMLST-00033715	b3001
wgMLST-00033716	b3002
wgMLST-00033717	b3003
wgMLST-00033718	b3005
wgMLST-00033719	b3006
wgMLST-00033720	b3008
wgMLST-00033721	b3010
wgMLST-00033722	b3011
wgMLST-00033723	b3012
wgMLST-00033724	b3014
wgMLST-00033725	b3017
wgMLST-00033726	b3018
wgMLST-00033727	b3019
wgMLST-00033730	b3023
wgMLST-00033731	b3024
wgMLST-00033732	b3025
wgMLST-00033733	b3026
wgMLST-00033735	b3028
wgMLST-00033736	b3029
wgMLST-00033737	b3031
wgMLST-00033738	b3032
wgMLST-00033739	b3033
wgMLST-00033740	b3034
wgMLST-00033741	b3035
wgMLST-00033742	b3037
wgMLST-00033743	b3038
wgMLST-00033744	b3039
wgMLST-00033745	b3040
wgMLST-00033746	b3041
wgMLST-00033747	b3042
wgMLST-00033750	b3049
wgMLST-00033751	b3052
wgMLST-00033752	b3053
wgMLST-00033753	b3054
wgMLST-00033754	b3055
wgMLST-00033755	b3056
wgMLST-00033756	b3057
wgMLST-00033757	b3058
wgMLST-00033758	b3059
wgMLST-00033760	b3061
wgMLST-00033761	b3062
wgMLST-00033762	b3063
wgMLST-00033763	b3064
wgMLST-00033764	b3065
wgMLST-00033765	b3066
wgMLST-00033766	b3067
wgMLST-00033769	b3071
wgMLST-00033771	b3073
wgMLST-00033773	b3075
wgMLST-00033774	b3076
wgMLST-00033775	b3077
wgMLST-00033776	b3081
wgMLST-00033779	b3084
wgMLST-00033780	b3085
wgMLST-00033782	b3087
wgMLST-00033783	b3088
wgMLST-00033784	b3089
wgMLST-00033785	b3090
wgMLST-00033786	b3091
wgMLST-00033789	b3094
wgMLST-00033790	b3096
wgMLST-00033791	b3097
wgMLST-00033792	b3098
wgMLST-00033793	b3099
wgMLST-00033794	b3100
wgMLST-00033795	b3102
wgMLST-00033798	b3106
wgMLST-00033799	b3107
wgMLST-00033801	b3115
wgMLST-00033802	b3116
wgMLST-00033803	b3117
wgMLST-00033804	b3118
wgMLST-00033806	b3124
wgMLST-00033807	b3125
wgMLST-00033819	b3146
wgMLST-00033821	b3148
wgMLST-00033822	b3149
wgMLST-00033823	b3150
wgMLST-00033824	b3151
wgMLST-00033826	b3153
wgMLST-00033827	b3154
wgMLST-00033828	b3155
wgMLST-00033829	b3156
wgMLST-00033830	b3157
wgMLST-00033831	b3158
wgMLST-00033832	b3159
wgMLST-00033833	b3160
wgMLST-00033834	b3161
wgMLST-00033835	b3162
wgMLST-00033836	b3163
wgMLST-00033837	b3164
wgMLST-00033838	b3165
wgMLST-00033839	b3166
wgMLST-00033840	b3167
wgMLST-00033841	b3168
wgMLST-00033842	b3169
wgMLST-00033843	b3170
wgMLST-00033844	b3172
wgMLST-00033845	b3175
wgMLST-00033846	b3176
wgMLST-00033847	b3177
wgMLST-00033848	b3178
wgMLST-00033849	b3179
wgMLST-00033850	b3180
wgMLST-00033851	b3181
wgMLST-00033852	b3182
wgMLST-00033853	b3183
wgMLST-00033854	b3184
wgMLST-00033855	b3185
wgMLST-00033856	b3186
wgMLST-00033857	b3187
wgMLST-00033858	b3188
wgMLST-00033859	b3189
wgMLST-00033860	b3190
wgMLST-00033861	b3191
wgMLST-00033862	b3192
wgMLST-00033863	b3193
wgMLST-00033864	b3194
wgMLST-00033865	b3195
wgMLST-00033866	b3196
wgMLST-00033867	b3197
wgMLST-00033868	b3198
wgMLST-00033869	b3199
wgMLST-00033870	b3200
wgMLST-00033871	b3201
wgMLST-00033872	b3202
wgMLST-00033873	b3203
wgMLST-00033874	b3204
wgMLST-00033875	b3205
wgMLST-00033876	b3206
wgMLST-00033877	b3207
wgMLST-00033879	b3209
wgMLST-00033880	b3210
wgMLST-00033881	b3211
wgMLST-00033882	b3212
wgMLST-00033883	b3213
wgMLST-00033887	b3221
wgMLST-00033888	b3222
wgMLST-00033889	b3223
wgMLST-00033890	b3226
wgMLST-00033892	b3228
wgMLST-00033893	b3229
wgMLST-00033894	b3230
wgMLST-00033895	b3231
wgMLST-00033896	b3232
wgMLST-00033897	b3233
wgMLST-00033899	b3235
wgMLST-00033900	b3236
wgMLST-00033901	b3237
wgMLST-00033902	b3238
wgMLST-00033903	b3239
wgMLST-00033904	b3240
wgMLST-00033905	b3241
wgMLST-00033906	b3242
wgMLST-00033908	b3244
wgMLST-00033909	b3247
wgMLST-00033910	b3248
wgMLST-00033911	b3249
wgMLST-00033912	b3250
wgMLST-00033913	b3251
wgMLST-00033915	b3253
wgMLST-00033916	b3255
wgMLST-00033917	b3256
wgMLST-00033918	b3257
wgMLST-00033919	b3258
wgMLST-00033920	b3259
wgMLST-00033921	b3260
wgMLST-00033922	b3261
wgMLST-00033923	b3262
wgMLST-00033924	b3263
wgMLST-00033928	b3271
wgMLST-00033929	b3279
wgMLST-00033930	b3280
wgMLST-00033931	b3281
wgMLST-00033932	b3282
wgMLST-00033933	b3283
wgMLST-00033934	b3284
wgMLST-00033935	b3287
wgMLST-00033936	b3288
wgMLST-00033937	b3289
wgMLST-00033938	b3290
wgMLST-00033942	b3294
wgMLST-00033943	b3295
wgMLST-00033944	b3296
wgMLST-00033945	b3297
wgMLST-00033946	b3298
wgMLST-00033947	b3299
wgMLST-00033948	b3300
wgMLST-00033949	b3301
wgMLST-00033950	b3302
wgMLST-00033951	b3303
wgMLST-00033952	b3304
wgMLST-00033953	b3305
wgMLST-00033954	b3306
wgMLST-00033955	b3307
wgMLST-00033956	b3308
wgMLST-00033957	b3309
wgMLST-00033958	b3310
wgMLST-00033959	b3311
wgMLST-00033960	b3312
wgMLST-00033961	b3313
wgMLST-00033962	b3314
wgMLST-00033963	b3315
wgMLST-00033964	b3316
wgMLST-00033965	b3317
wgMLST-00033966	b3318
wgMLST-00033967	b3319
wgMLST-00033968	b3320
wgMLST-00033969	b3321
wgMLST-00033981	b3340
wgMLST-00033982	b3342
wgMLST-00033983	b3343
wgMLST-00033984	b3344
wgMLST-00033985	b3345
wgMLST-00033986	b3346
wgMLST-00033987	b3347
wgMLST-00033988	b3348
wgMLST-00033989	b3349
wgMLST-00033991	b3352
wgMLST-00033992	b3353
wgMLST-00033993	b3354
wgMLST-00033994	b3355
wgMLST-00033995	b3356
wgMLST-00033996	b3357
wgMLST-00033997	b3358
wgMLST-00033998	b3360
wgMLST-00033999	b3361
wgMLST-00034000	b3362
wgMLST-00034001	b3363
wgMLST-00034002	b3364
wgMLST-00034003	b3365
wgMLST-00034004	b3366
wgMLST-00034005	b3367
wgMLST-00034006	b3368
wgMLST-00034007	b3369
wgMLST-00034016	b3384
wgMLST-00034017	b3385
wgMLST-00034018	b3386
wgMLST-00034019	b3387
wgMLST-00034020	b3388
wgMLST-00034021	b3389
wgMLST-00034022	b3391
wgMLST-00034024	b3393
wgMLST-00034026	b3396
wgMLST-00034027	b3397
wgMLST-00034028	b3398
wgMLST-00034029	b3399
wgMLST-00034030	b3400
wgMLST-00034031	b3401
wgMLST-00034033	b3403
wgMLST-00034034	b3404
wgMLST-00034035	b3405
wgMLST-00034036	b3406
wgMLST-00034037	b3407
wgMLST-00034038	b3408
wgMLST-00034039	b3409
wgMLST-00034040	b3410
wgMLST-00034041	b3412
wgMLST-00034043	b3414
wgMLST-00034044	b3416
wgMLST-00034046	b3424
wgMLST-00034047	b3425
wgMLST-00034048	b3426
wgMLST-00034049	b3428
wgMLST-00034050	b3429
wgMLST-00034051	b3430
wgMLST-00034052	b3431
wgMLST-00034053	b3432
wgMLST-00034054	b3433
wgMLST-00034055	b3434
wgMLST-00034056	b3437
wgMLST-00034057	b3438
wgMLST-00034058	b3439
wgMLST-00034059	b3440
wgMLST-00034060	b3441
wgMLST-00034064	b3448
wgMLST-00034065	b3449
wgMLST-00034066	b3450
wgMLST-00034067	b3451
wgMLST-00034068	b3452
wgMLST-00034069	b3454
wgMLST-00034070	b3455
wgMLST-00034071	b3456
wgMLST-00034072	b3457
wgMLST-00034073	b3459
wgMLST-00034074	b3461
wgMLST-00034075	b3462
wgMLST-00034076	b3463
wgMLST-00034077	b3464
wgMLST-00034078	b3465
wgMLST-00034079	b3466
wgMLST-00034080	b3467
wgMLST-00034081	b3468
wgMLST-00034082	b3469
wgMLST-00034083	b3470
wgMLST-00034084	b3471
wgMLST-00034085	b3472
wgMLST-00034086	b3473
wgMLST-00034087	b3474
wgMLST-00034088	b3475
wgMLST-00034089	b3476
wgMLST-00034090	b3477
wgMLST-00034091	b3478
wgMLST-00034092	b3479
wgMLST-00034093	b3480
wgMLST-00034094	b3481
wgMLST-00034095	b3485
wgMLST-00034096	b3486
wgMLST-00034097	b3487
wgMLST-00034099	b3492
wgMLST-00034100	b3494
wgMLST-00034101	b3495
wgMLST-00034103	b3497
wgMLST-00034104	b3498
wgMLST-00034105	b3499
wgMLST-00034106	b3500
wgMLST-00034109	b3503
wgMLST-00034110	b3507
wgMLST-00034111	b3509
wgMLST-00034112	b3510
wgMLST-00034113	b3511
wgMLST-00034114	b3512
wgMLST-00034116	b3515
wgMLST-00034117	b3516
wgMLST-00034118	b3518
wgMLST-00034119	b3519
wgMLST-00034121	b3521
wgMLST-00034122	b3522
wgMLST-00034123	b3523
wgMLST-00034124	b3524
wgMLST-00034125	b3525
wgMLST-00034126	b3526
wgMLST-00034127	b3527
wgMLST-00034128	b3528
wgMLST-00034129	b3529
wgMLST-00034131	b3531
wgMLST-00034133	b3537
wgMLST-00034135	b3539
wgMLST-00034136	b3541
wgMLST-00034137	b3542
wgMLST-00034138	b3543
wgMLST-00034139	b3544
wgMLST-00034140	b3546
wgMLST-00034141	b3547
wgMLST-00034142	b3548
wgMLST-00034143	b3549
wgMLST-00034144	b3550
wgMLST-00034145	b3552
wgMLST-00034146	b3553
wgMLST-00034147	b3554
wgMLST-00034150	b3559
wgMLST-00034151	b3560
wgMLST-00034152	b3561
wgMLST-00034154	b3563
wgMLST-00034155	b3564
wgMLST-00034168	b3591
wgMLST-00034169	b3592
wgMLST-00034173	b3599
wgMLST-00034174	b3600
wgMLST-00034175	b3601
wgMLST-00034176	b3602
wgMLST-00034178	b3604
wgMLST-00034179	b3605
wgMLST-00034180	b3606
wgMLST-00034181	b3607
wgMLST-00034183	b3609
wgMLST-00034184	b3610
wgMLST-00034185	b3611
wgMLST-00034186	b3612
wgMLST-00034187	b3613
wgMLST-00034188	b3614
wgMLST-00034189	b3616
wgMLST-00034190	b3617
wgMLST-00034191	b3619
wgMLST-00034192	b3620
wgMLST-00034193	b3621
wgMLST-00034202	b3630
wgMLST-00034203	b3631
wgMLST-00034204	b3632
wgMLST-00034205	b3633
wgMLST-00034206	b3634
wgMLST-00034207	b3635
wgMLST-00034208	b3636
wgMLST-00034209	b3637
wgMLST-00034210	b3639
wgMLST-00034211	b3640
wgMLST-00034212	b3641
wgMLST-00034213	b3642
wgMLST-00034214	b3644
wgMLST-00034216	b3646
wgMLST-00034217	b3647
wgMLST-00034218	b3648
wgMLST-00034219	b3649
wgMLST-00034220	b3650
wgMLST-00034221	b3651
wgMLST-00034222	b3652
wgMLST-00034223	b3653
wgMLST-00034224	b3654
wgMLST-00034225	b3655
wgMLST-00034229	b3663
wgMLST-00034231	b3666
wgMLST-00034232	b3667
wgMLST-00034233	b3668
wgMLST-00034234	b3669
wgMLST-00034235	b3670
wgMLST-00034236	b3671
wgMLST-00034237	b3673
wgMLST-00034238	b3674
wgMLST-00034239	b3675
wgMLST-00034240	b3676
wgMLST-00034241	b3685
wgMLST-00034242	b3686
wgMLST-00034243	b3687
wgMLST-00034244	b3689
wgMLST-00034247	b3697
wgMLST-00034248	b3698
wgMLST-00034249	b3699
wgMLST-00034250	b3700
wgMLST-00034251	b3701
wgMLST-00034252	b3702
wgMLST-00034253	b3703
wgMLST-00034254	b3704
wgMLST-00034255	b3705
wgMLST-00034256	b3706
wgMLST-00034259	b3710
wgMLST-00034260	b3712
wgMLST-00034268	b3724
wgMLST-00034269	b3725
wgMLST-00034270	b3726
wgMLST-00034271	b3727
wgMLST-00034272	b3728
wgMLST-00034273	b3729
wgMLST-00034274	b3730
wgMLST-00034275	b3731
wgMLST-00034276	b3732
wgMLST-00034277	b3733
wgMLST-00034278	b3734
wgMLST-00034279	b3735
wgMLST-00034280	b3736
wgMLST-00034281	b3737
wgMLST-00034282	b3738
wgMLST-00034283	b3739
wgMLST-00034284	b3740
wgMLST-00034285	b3741
wgMLST-00034286	b3742
wgMLST-00034287	b3743
wgMLST-00034288	b3744
wgMLST-00034289	b3745
wgMLST-00034290	b3746
wgMLST-00034291	b3747
wgMLST-00034292	b3748
wgMLST-00034293	b3750
wgMLST-00034295	b3752
wgMLST-00034296	b3753
wgMLST-00034297	b3754
wgMLST-00034298	b3755
wgMLST-00034299	b3764
wgMLST-00034300	b3769
wgMLST-00034301	b3770
wgMLST-00034302	b3771
wgMLST-00034303	b3772
wgMLST-00034304	b3773
wgMLST-00034305	b3774
wgMLST-00034306	b3775
wgMLST-00034307	b3779
wgMLST-00034308	b3780
wgMLST-00034309	b3781
wgMLST-00034310	b3783
wgMLST-00034311	b3784
wgMLST-00034312	b3785
wgMLST-00034313	b3787
wgMLST-00034314	b3790
wgMLST-00034315	b3791
wgMLST-00034316	b3792
wgMLST-00034317	b3793
wgMLST-00034318	b3794
wgMLST-00034319	b3795
