Chewie-NS ID	Original ID
wgMLST-00047806	STMMW_11651
wgMLST-00047807	STMMW_11661
wgMLST-00047808	STMMW_11671
wgMLST-00047809	STMMW_11681
wgMLST-00047810	STMMW_11691
wgMLST-00047812	STMMW_11711
wgMLST-00047813	STMMW_11721
wgMLST-00047814	STMMW_11731
wgMLST-00047815	STMMW_11741
wgMLST-00047816	STMMW_11751
wgMLST-00047817	STMMW_11761
wgMLST-00047818	STMMW_11771
wgMLST-00047819	STMMW_11781
wgMLST-00047820	STMMW_11791
wgMLST-00047821	STMMW_11801
wgMLST-00047822	STMMW_11811
wgMLST-00047823	STMMW_11821
wgMLST-00047824	STMMW_11831
wgMLST-00047825	STMMW_11841
wgMLST-00047826	STMMW_11851
wgMLST-00047827	STMMW_11861
wgMLST-00047828	STMMW_11871
wgMLST-00047829	STMMW_11881
wgMLST-00047830	STMMW_11891
wgMLST-00047831	STMMW_11901
wgMLST-00047832	STMMW_11911
wgMLST-00047833	STMMW_11921
wgMLST-00047834	STMMW_11951
wgMLST-00047837	STMMW_11981
wgMLST-00047838	STMMW_11991
wgMLST-00047839	STMMW_12001
wgMLST-00047840	STMMW_12011
wgMLST-00047841	STMMW_12021
wgMLST-00047842	STMMW_12031
wgMLST-00047843	STMMW_12041
wgMLST-00047844	STMMW_12051
wgMLST-00047845	STMMW_12061
wgMLST-00047846	STMMW_12071
wgMLST-00047847	STMMW_12081
wgMLST-00047848	STMMW_12091
wgMLST-00047849	STMMW_12101
wgMLST-00047850	STMMW_12111
wgMLST-00047851	STMMW_12121
wgMLST-00047852	STMMW_12131
wgMLST-00047853	STMMW_12141
wgMLST-00047854	STMMW_12151
wgMLST-00047855	STMMW_12161
wgMLST-00047856	STMMW_12171
wgMLST-00047857	STMMW_12181
wgMLST-00047858	STMMW_12191
wgMLST-00047859	STMMW_12201
wgMLST-00047860	STMMW_12211
wgMLST-00047861	STMMW_12221
wgMLST-00047862	STMMW_12231
wgMLST-00047863	STMMW_12241
wgMLST-00047864	STMMW_12251
wgMLST-00047865	STMMW_12261
wgMLST-00047866	STMMW_12271
wgMLST-00047868	STMMW_12291
wgMLST-00047869	STMMW_12301
wgMLST-00047870	STMMW_12311
wgMLST-00047871	STMMW_12321
wgMLST-00047872	STMMW_12331
wgMLST-00047873	STMMW_12341
wgMLST-00047874	STMMW_12351
wgMLST-00047875	STMMW_12391
wgMLST-00047876	STMMW_12401
wgMLST-00047877	STMMW_12411
wgMLST-00047878	STMMW_12421
wgMLST-00047879	STMMW_12431
wgMLST-00047880	STMMW_12441
wgMLST-00047881	STMMW_12451
wgMLST-00047882	STMMW_12461
wgMLST-00047883	STMMW_12481
wgMLST-00047886	STMMW_12521
wgMLST-00047887	STMMW_12541
wgMLST-00047888	STMMW_12551
wgMLST-00047889	STMMW_12561
wgMLST-00047891	STMMW_12581
wgMLST-00047892	STMMW_12591
wgMLST-00047893	STMMW_12601
wgMLST-00047894	STMMW_12611
wgMLST-00047895	STMMW_12621
wgMLST-00047896	STMMW_12631
wgMLST-00047897	STMMW_12641
wgMLST-00047898	STMMW_12651
wgMLST-00047899	STMMW_12661
wgMLST-00047900	STMMW_12671
wgMLST-00047901	STMMW_12681
wgMLST-00047902	STMMW_12691
wgMLST-00047903	STMMW_12701
wgMLST-00047904	STMMW_12711
wgMLST-00047905	STMMW_12721
wgMLST-00047906	STMMW_12731
wgMLST-00047908	STMMW_12751
wgMLST-00047909	STMMW_12761
wgMLST-00047910	STMMW_12771
wgMLST-00047911	STMMW_12781
wgMLST-00047912	STMMW_12791
wgMLST-00047913	STMMW_12821
wgMLST-00047914	STMMW_12831
wgMLST-00047915	STMMW_12841
wgMLST-00047916	STMMW_12851
wgMLST-00047917	STMMW_12861
wgMLST-00047918	STMMW_12862
wgMLST-00047919	STMMW_12881
wgMLST-00047920	STMMW_12901
wgMLST-00047921	STMMW_12911
wgMLST-00047922	STMMW_12921
wgMLST-00047923	STMMW_12931
wgMLST-00047924	STMMW_12941
wgMLST-00047925	STMMW_12951
wgMLST-00047926	STMMW_12971
wgMLST-00047927	STMMW_12981
wgMLST-00047928	STMMW_12991
wgMLST-00047929	STMMW_13001
wgMLST-00047930	STMMW_13011
wgMLST-00047931	STMMW_13021
wgMLST-00047932	STMMW_13031
wgMLST-00047933	STMMW_13041
wgMLST-00047934	STMMW_13051
wgMLST-00047935	STMMW_13061
wgMLST-00047936	STMMW_13071
wgMLST-00047937	STMMW_13081
wgMLST-00047938	STMMW_13091
wgMLST-00047939	STMMW_13111
wgMLST-00047940	STMMW_13121
wgMLST-00047941	STMMW_13131
wgMLST-00047942	STMMW_13141
wgMLST-00047943	STMMW_13151
wgMLST-00047944	STMMW_13171
wgMLST-00047945	STMMW_13181
wgMLST-00047946	STMMW_13191
wgMLST-00047947	STMMW_13201
wgMLST-00047948	STMMW_13211
wgMLST-00047949	STMMW_13231
wgMLST-00047950	STMMW_13241
wgMLST-00047952	STMMW_13271
wgMLST-00047953	STMMW_13281
wgMLST-00047954	STMMW_13291
wgMLST-00047955	STMMW_13301
wgMLST-00047956	STMMW_13311
wgMLST-00047957	STMMW_13321
wgMLST-00047958	STMMW_13331
wgMLST-00047959	STMMW_13341
wgMLST-00047960	STMMW_13351
wgMLST-00047961	STMMW_13371
wgMLST-00047964	STMMW_13401
wgMLST-00047965	STMMW_13411
wgMLST-00047966	STMMW_13421
wgMLST-00047967	STMMW_13431
wgMLST-00047968	STMMW_13441
wgMLST-00047969	STMMW_13451
wgMLST-00047970	STMMW_13461
wgMLST-00047971	STMMW_13471
wgMLST-00047972	STMMW_13481
wgMLST-00047973	STMMW_13491
wgMLST-00047974	STMMW_13501
wgMLST-00047976	STMMW_13521
wgMLST-00047977	STMMW_13531
wgMLST-00047978	STMMW_13541
wgMLST-00047979	STMMW_13551
wgMLST-00047980	STMMW_13561
wgMLST-00047981	STMMW_13611
wgMLST-00047982	STMMW_13621
wgMLST-00047983	STMMW_13631
wgMLST-00047984	STMMW_13641
wgMLST-00047985	STMMW_13651
wgMLST-00047986	STMMW_13661
wgMLST-00047987	STMMW_13691
wgMLST-00047988	STMMW_13701
wgMLST-00047989	STMMW_13711
wgMLST-00047990	STMMW_13731
wgMLST-00047991	STMMW_13741
wgMLST-00047992	STMMW_13751
wgMLST-00047993	STMMW_13761
wgMLST-00047994	STMMW_13771
wgMLST-00047995	STMMW_13781
wgMLST-00047996	STMMW_13791
wgMLST-00047997	STMMW_13801
wgMLST-00047998	STMMW_13811
wgMLST-00047999	STMMW_13822
wgMLST-00048000	STMMW_13831
wgMLST-00048001	STMMW_13851
wgMLST-00048002	STMMW_13871
wgMLST-00048003	STMMW_13881
wgMLST-00048004	STMMW_13891
wgMLST-00048005	STMMW_13901
wgMLST-00048006	STMMW_13911
wgMLST-00048007	STMMW_13921
wgMLST-00048008	STMMW_13931
wgMLST-00048009	STMMW_13941
wgMLST-00048010	STMMW_13951
wgMLST-00048011	STMMW_13961
wgMLST-00048013	STMMW_13981
wgMLST-00048015	STMMW_14001
wgMLST-00048016	STMMW_14011
wgMLST-00048017	STMMW_14021
wgMLST-00048018	STMMW_14031
wgMLST-00048019	STMMW_14041
wgMLST-00048020	STMMW_14051
wgMLST-00048021	STMMW_14061
wgMLST-00048022	STMMW_14071
wgMLST-00048023	STMMW_14081
wgMLST-00048024	STMMW_14091
wgMLST-00048025	STMMW_14101
wgMLST-00048026	STMMW_14111
wgMLST-00048027	STMMW_14131
wgMLST-00048028	STMMW_14141
wgMLST-00048029	STMMW_14161
wgMLST-00048030	STMMW_14171
wgMLST-00048031	STMMW_14181
wgMLST-00048032	STMMW_14191
wgMLST-00048033	STMMW_14201
wgMLST-00048034	STMMW_14211
wgMLST-00048035	STMMW_14221
wgMLST-00048036	STMMW_14231
wgMLST-00048037	STMMW_14241
wgMLST-00048038	STMMW_14251
wgMLST-00048039	STMMW_14261
wgMLST-00048041	STMMW_14281
wgMLST-00048042	STMMW_14291
wgMLST-00048043	STMMW_14301
wgMLST-00048044	STMMW_14311
wgMLST-00048045	STMMW_14321
wgMLST-00048046	STMMW_14331
wgMLST-00048047	STMMW_14332
wgMLST-00048048	STMMW_14341
wgMLST-00048049	STMMW_14351
wgMLST-00048050	STMMW_14361
wgMLST-00048051	STMMW_14371
wgMLST-00048052	STMMW_14381
wgMLST-00048053	STMMW_14391
wgMLST-00048054	STMMW_14401
wgMLST-00048056	STMMW_14421
wgMLST-00048057	STMMW_14431
wgMLST-00048058	STMMW_14441
wgMLST-00048059	STMMW_14451
wgMLST-00048060	STMMW_14461
wgMLST-00048061	STMMW_14471
wgMLST-00048062	STMMW_14481
wgMLST-00048063	STMMW_14491
wgMLST-00048064	STMMW_14501
wgMLST-00048065	STMMW_14511
wgMLST-00048066	STMMW_14521
wgMLST-00048067	STMMW_14531
wgMLST-00048068	STMMW_14541
wgMLST-00048069	STMMW_14551
wgMLST-00048070	STMMW_14561
wgMLST-00048071	STMMW_14571
wgMLST-00048072	STMMW_14581
wgMLST-00048073	STMMW_14591
wgMLST-00048074	STMMW_14611
wgMLST-00048075	STMMW_14621
wgMLST-00048076	STMMW_14631
wgMLST-00048077	STMMW_14641
wgMLST-00048078	STMMW_14651
wgMLST-00048079	STMMW_14661
wgMLST-00048080	STMMW_14671
wgMLST-00048081	STMMW_14681
wgMLST-00048082	STMMW_14701
wgMLST-00048083	STMMW_14711
wgMLST-00048084	STMMW_14721
wgMLST-00048085	STMMW_14751
wgMLST-00048086	STMMW_14761
wgMLST-00048087	STMMW_14771
wgMLST-00048088	STMMW_14781
wgMLST-00048089	STMMW_14791
wgMLST-00048090	STMMW_14801
wgMLST-00048091	STMMW_14811
wgMLST-00048092	STMMW_14821
wgMLST-00048093	STMMW_14831
wgMLST-00048094	STMMW_14841
wgMLST-00048095	STMMW_14861
wgMLST-00048096	STMMW_14871
wgMLST-00048097	STMMW_14881
wgMLST-00048099	STMMW_14901
wgMLST-00048100	STMMW_14911
wgMLST-00048101	STMMW_14921
wgMLST-00048102	STMMW_14931
wgMLST-00048103	STMMW_14941
wgMLST-00048105	STMMW_15001
wgMLST-00048106	STMMW_15011
wgMLST-00048107	STMMW_15021
wgMLST-00048108	STMMW_15031
wgMLST-00048109	STMMW_15041
wgMLST-00048110	STMMW_15051
wgMLST-00048111	STMMW_15091
wgMLST-00048112	STMMW_15101
wgMLST-00048113	STMMW_15111
wgMLST-00048114	STMMW_15121
wgMLST-00048115	STMMW_15141
wgMLST-00048116	STMMW_15151
wgMLST-00048117	STMMW_15181
wgMLST-00048118	STMMW_15191
wgMLST-00048119	STMMW_15201
wgMLST-00048120	STMMW_15211
wgMLST-00048121	STMMW_15221
wgMLST-00048122	STMMW_15231
wgMLST-00048124	STMMW_15251
wgMLST-00048125	STMMW_15261
wgMLST-00048126	STMMW_15281
wgMLST-00048127	STMMW_15301
wgMLST-00048128	STMMW_15311
wgMLST-00048129	STMMW_15321
wgMLST-00048130	STMMW_15331
wgMLST-00048131	STMMW_15341
wgMLST-00048132	STMMW_15351
wgMLST-00048133	STMMW_15361
wgMLST-00048134	STMMW_15401
wgMLST-00048135	STMMW_15411
wgMLST-00048138	STMMW_15441
wgMLST-00048142	STMMW_15521
wgMLST-00048143	STMMW_15531
wgMLST-00048144	STMMW_15541
wgMLST-00048145	STMMW_15551
wgMLST-00048146	STMMW_15561
wgMLST-00048147	STMMW_15571
wgMLST-00048148	STMMW_15581
wgMLST-00048149	STMMW_15591
wgMLST-00048150	STMMW_15601
wgMLST-00048151	STMMW_15611
wgMLST-00048152	STMMW_15621
wgMLST-00048153	STMMW_15631
wgMLST-00048154	STMMW_15661
wgMLST-00048155	STMMW_15681
wgMLST-00048156	STMMW_15691
wgMLST-00048157	STMMW_15701
wgMLST-00048158	STMMW_15741
wgMLST-00048159	STMMW_15761
wgMLST-00048160	STMMW_15771
wgMLST-00048161	STMMW_15781
wgMLST-00048162	STMMW_15791
wgMLST-00048163	STMMW_15801
wgMLST-00048164	STMMW_15811
wgMLST-00048165	STMMW_15821
wgMLST-00048166	STMMW_15831
wgMLST-00048167	STMMW_15841
wgMLST-00048168	STMMW_15851
wgMLST-00048169	STMMW_15861
wgMLST-00048170	STMMW_15871
wgMLST-00048171	STMMW_15881
wgMLST-00048173	STMMW_15901
wgMLST-00048175	STMMW_15931
wgMLST-00048176	STMMW_15941
wgMLST-00048178	STMMW_15961
wgMLST-00048179	STMMW_15981
wgMLST-00048180	STMMW_15991
wgMLST-00048181	STMMW_16001
wgMLST-00048182	STMMW_16011
wgMLST-00048183	STMMW_16021
wgMLST-00048184	STMMW_16031
wgMLST-00048185	STMMW_16041
wgMLST-00048186	STMMW_16051
wgMLST-00048187	STMMW_16071
wgMLST-00048188	STMMW_16081
wgMLST-00048189	STMMW_16091
wgMLST-00048190	STMMW_16101
wgMLST-00048191	STMMW_16111
wgMLST-00048192	STMMW_16121
wgMLST-00048193	STMMW_16131
wgMLST-00048194	STMMW_16141
wgMLST-00048195	STMMW_16161
wgMLST-00048196	STMMW_16171
wgMLST-00048197	STMMW_16181
wgMLST-00048198	STMMW_16191
wgMLST-00048199	STMMW_16201
wgMLST-00048200	STMMW_16211
wgMLST-00048201	STMMW_16221
wgMLST-00048202	STMMW_16231
wgMLST-00048208	STMMW_16331
wgMLST-00048209	STMMW_16341
wgMLST-00048210	STMMW_16351
wgMLST-00048211	STMMW_16361
wgMLST-00048212	STMMW_16371
wgMLST-00048213	STMMW_16381
wgMLST-00048214	STMMW_16391
wgMLST-00048215	STMMW_16401
wgMLST-00048216	STMMW_16411
wgMLST-00048217	STMMW_16421
wgMLST-00048218	STMMW_16431
wgMLST-00048220	STMMW_16471
wgMLST-00048221	STMMW_16481
wgMLST-00048222	STMMW_16501
wgMLST-00048223	STMMW_16511
wgMLST-00048224	STMMW_16521
wgMLST-00048225	STMMW_16541
wgMLST-00048226	STMMW_16551
wgMLST-00048227	STMMW_16561
wgMLST-00048228	STMMW_16571
wgMLST-00048229	STMMW_16591
wgMLST-00048230	STMMW_16601
wgMLST-00048231	STMMW_16611
wgMLST-00048233	STMMW_16641
wgMLST-00048234	STMMW_16651
wgMLST-00048235	STMMW_16681
wgMLST-00048236	STMMW_16691
wgMLST-00048237	STMMW_16701
wgMLST-00048238	STMMW_16721
wgMLST-00048239	STMMW_16731
wgMLST-00048240	STMMW_16751
wgMLST-00048241	STMMW_16761
wgMLST-00048242	STMMW_16771
wgMLST-00048243	STMMW_16781
wgMLST-00048244	STMMW_16791
wgMLST-00048245	STMMW_16801
wgMLST-00048246	STMMW_16811
wgMLST-00048247	STMMW_16821
wgMLST-00048248	STMMW_16831
wgMLST-00048249	STMMW_16841
wgMLST-00048250	STMMW_16851
wgMLST-00048251	STMMW_16871
wgMLST-00048252	STMMW_16891
wgMLST-00048253	STMMW_16901
wgMLST-00048254	STMMW_16911
wgMLST-00048255	STMMW_16921
wgMLST-00048257	STMMW_16961
wgMLST-00048258	STMMW_16981
wgMLST-00048259	STMMW_16991
wgMLST-00048260	STMMW_16992
wgMLST-00048261	STMMW_17001
wgMLST-00048262	STMMW_17002
wgMLST-00048263	STMMW_17011
wgMLST-00048264	STMMW_17021
wgMLST-00048265	STMMW_17031
wgMLST-00048266	STMMW_17041
wgMLST-00048267	STMMW_17051
wgMLST-00048268	STMMW_17061
wgMLST-00048269	STMMW_17071
wgMLST-00048270	STMMW_17072
wgMLST-00048271	STMMW_17081
wgMLST-00048272	STMMW_17101
wgMLST-00048273	STMMW_17111
wgMLST-00048274	STMMW_17121
wgMLST-00048275	STMMW_17131
wgMLST-00048276	STMMW_17141
wgMLST-00048277	STMMW_17151
wgMLST-00048278	STMMW_17161
wgMLST-00048279	STMMW_17171
wgMLST-00048280	STMMW_17181
wgMLST-00048281	STMMW_17191
wgMLST-00048282	STMMW_17201
wgMLST-00048283	STMMW_17211
wgMLST-00048284	STMMW_17221
wgMLST-00048285	STMMW_17241
wgMLST-00048286	STMMW_17251
wgMLST-00048287	STMMW_17261
wgMLST-00048288	STMMW_17271
wgMLST-00048290	STMMW_17291
wgMLST-00048291	STMMW_17301
wgMLST-00048292	STMMW_17311
wgMLST-00048293	STMMW_17321
wgMLST-00048294	STMMW_17331
wgMLST-00048295	STMMW_17341
wgMLST-00048296	STMMW_17351
wgMLST-00048297	STMMW_17361
wgMLST-00048298	STMMW_17371
wgMLST-00048299	STMMW_17381
wgMLST-00048300	STMMW_17391
wgMLST-00048301	STMMW_17401
wgMLST-00048302	STMMW_17411
wgMLST-00048304	STMMW_17431
wgMLST-00048306	STMMW_17451
wgMLST-00048307	STMMW_17471
wgMLST-00048308	STMMW_17481
wgMLST-00048309	STMMW_17491
wgMLST-00048310	STMMW_17501
wgMLST-00048311	STMMW_17511
wgMLST-00048312	STMMW_17531
wgMLST-00048313	STMMW_17541
wgMLST-00048315	STMMW_17581
wgMLST-00048316	STMMW_17591
wgMLST-00048317	STMMW_17601
wgMLST-00048318	STMMW_17611
wgMLST-00048319	STMMW_17621
wgMLST-00048320	STMMW_17631
wgMLST-00048321	STMMW_17641
wgMLST-00048322	STMMW_17651
wgMLST-00048323	STMMW_17661
wgMLST-00048324	STMMW_17671
wgMLST-00048325	STMMW_17681
wgMLST-00048326	STMMW_17691
wgMLST-00048327	STMMW_17701
wgMLST-00048328	STMMW_17711
wgMLST-00048329	STMMW_17721
wgMLST-00048330	STMMW_17731
wgMLST-00048331	STMMW_17741
wgMLST-00048332	STMMW_17751
wgMLST-00048333	STMMW_17761
wgMLST-00048335	STMMW_17801
wgMLST-00048336	STMMW_17811
wgMLST-00048337	STMMW_17821
wgMLST-00048338	STMMW_17831
wgMLST-00048339	STMMW_17861
wgMLST-00048340	STMMW_17871
wgMLST-00048341	STMMW_17881
wgMLST-00048342	STMMW_17901
wgMLST-00048343	STMMW_17911
wgMLST-00048344	STMMW_17921
wgMLST-00048345	STMMW_17931
wgMLST-00048346	STMMW_17941
wgMLST-00048347	STMMW_17951
wgMLST-00048348	STMMW_17961
wgMLST-00048349	STMMW_17971
wgMLST-00048350	STMMW_17981
wgMLST-00048351	STMMW_17991
wgMLST-00048352	STMMW_18001
wgMLST-00048353	STMMW_18011
wgMLST-00048354	STMMW_18021
wgMLST-00048355	STMMW_18031
wgMLST-00048356	STMMW_18041
wgMLST-00048357	STMMW_18051
wgMLST-00048358	STMMW_18061
wgMLST-00048359	STMMW_18071
wgMLST-00048360	STMMW_18081
wgMLST-00048361	STMMW_18091
wgMLST-00048362	STMMW_18101
wgMLST-00048363	STMMW_18111
wgMLST-00048364	STMMW_18121
wgMLST-00048365	STMMW_18131
wgMLST-00048366	STMMW_18141
wgMLST-00048367	STMMW_18151
wgMLST-00048368	STMMW_18161
wgMLST-00048369	STMMW_18171
wgMLST-00048370	STMMW_18191
wgMLST-00048371	STMMW_18221
wgMLST-00048372	STMMW_18231
wgMLST-00048373	STMMW_18241
wgMLST-00048374	STMMW_18251
wgMLST-00048375	STMMW_18261
wgMLST-00048376	STMMW_18271
wgMLST-00048377	STMMW_18293
wgMLST-00048378	STMMW_18294
wgMLST-00048379	STMMW_18301
wgMLST-00048380	STMMW_18311
wgMLST-00048381	STMMW_18321
wgMLST-00048382	STMMW_18331
wgMLST-00048383	STMMW_18341
wgMLST-00048385	STMMW_18361
wgMLST-00048386	STMMW_18371
wgMLST-00048387	STMMW_18381
wgMLST-00048388	STMMW_18391
wgMLST-00048389	STMMW_18401
wgMLST-00048390	STMMW_18411
wgMLST-00048392	STMMW_18431
wgMLST-00048395	STMMW_18471
wgMLST-00048399	STMMW_18541
wgMLST-00048400	STMMW_18551
wgMLST-00048401	STMMW_18561
wgMLST-00048402	STMMW_18571
wgMLST-00048403	STMMW_18581
wgMLST-00048404	STMMW_18591
wgMLST-00048405	STMMW_18601
wgMLST-00048406	STMMW_18611
wgMLST-00048407	STMMW_18621
wgMLST-00048408	STMMW_18631
wgMLST-00048409	STMMW_18641
wgMLST-00048410	STMMW_18651
wgMLST-00048411	STMMW_18661
wgMLST-00048412	STMMW_18671
wgMLST-00048413	STMMW_18681
wgMLST-00048414	STMMW_18701
wgMLST-00048415	STMMW_18711
wgMLST-00048416	STMMW_18721
wgMLST-00048417	STMMW_18731
wgMLST-00048418	STMMW_18741
wgMLST-00048419	STMMW_18751
wgMLST-00048420	STMMW_18761
wgMLST-00048421	STMMW_18811
wgMLST-00048422	STMMW_18821
wgMLST-00048423	STMMW_18831
wgMLST-00048424	STMMW_18841
wgMLST-00048425	STMMW_18851
wgMLST-00048426	STMMW_18861
wgMLST-00048427	STMMW_18871
wgMLST-00048428	STMMW_18881
wgMLST-00048429	STMMW_18891
wgMLST-00048430	STMMW_18901
wgMLST-00048431	STMMW_18911
wgMLST-00048432	STMMW_18921
wgMLST-00048433	STMMW_18931
wgMLST-00048434	STMMW_18941
wgMLST-00048435	STMMW_18951
wgMLST-00048436	STMMW_18961
wgMLST-00048437	STMMW_18971
wgMLST-00048438	STMMW_18981
wgMLST-00048439	STMMW_18991
wgMLST-00048440	STMMW_19001
wgMLST-00048441	STMMW_19011
wgMLST-00048442	STMMW_19031
wgMLST-00048443	STMMW_19041
wgMLST-00048444	STMMW_19051
wgMLST-00048445	STMMW_19061
wgMLST-00048446	STMMW_19071
wgMLST-00048447	STMMW_19081
wgMLST-00048449	STMMW_19101
wgMLST-00048450	STMMW_19111
wgMLST-00048451	STMMW_19121
wgMLST-00048452	STMMW_19131
wgMLST-00048453	STMMW_19141
wgMLST-00048454	STMMW_19151
wgMLST-00048455	STMMW_19161
wgMLST-00048456	STMMW_19171
wgMLST-00048457	STMMW_19181
wgMLST-00048458	STMMW_19191
wgMLST-00048459	STMMW_19201
wgMLST-00048460	STMMW_19211
wgMLST-00048462	STMMW_19241
wgMLST-00048463	STMMW_19251
wgMLST-00048464	STMMW_19261
wgMLST-00048466	STMMW_19281
wgMLST-00048467	STMMW_19291
wgMLST-00048468	STMMW_19311
wgMLST-00048469	STMMW_19321
wgMLST-00048470	STMMW_19331
wgMLST-00048471	STMMW_19341
wgMLST-00048472	STMMW_19351
wgMLST-00048473	STMMW_19401
wgMLST-00048474	STMMW_19411
wgMLST-00048475	STMMW_19421
wgMLST-00048476	STMMW_19431
wgMLST-00048477	STMMW_19441
wgMLST-00048478	STMMW_19451
wgMLST-00048479	STMMW_19461
wgMLST-00048481	STMMW_19481
wgMLST-00048482	STMMW_19491
wgMLST-00048483	STMMW_19501
wgMLST-00048484	STMMW_19511
wgMLST-00048485	STMMW_19521
wgMLST-00048486	STMMW_19531
wgMLST-00048487	STMMW_19541
wgMLST-00048488	STMMW_19551
wgMLST-00048489	STMMW_19561
wgMLST-00048490	STMMW_19571
wgMLST-00048491	STMMW_19581
wgMLST-00048492	STMMW_19591
wgMLST-00048493	STMMW_19601
wgMLST-00048494	STMMW_19611
wgMLST-00048495	STMMW_19621
wgMLST-00048496	STMMW_19631
wgMLST-00048497	STMMW_19641
wgMLST-00048498	STMMW_19651
wgMLST-00048499	STMMW_19661
wgMLST-00048500	STMMW_19681
wgMLST-00048501	STMMW_19691
wgMLST-00048502	STMMW_19701
wgMLST-00048503	STMMW_19721
wgMLST-00048504	STMMW_19731
wgMLST-00048505	STMMW_19751
wgMLST-00048534	STMMW_20351
wgMLST-00048540	STMMW_20411
wgMLST-00048545	STMMW_20471
wgMLST-00048546	STMMW_20481
wgMLST-00048547	STMMW_20491
wgMLST-00048548	STMMW_20501
wgMLST-00048549	STMMW_20511
wgMLST-00048550	STMMW_20521
wgMLST-00048551	STMMW_20541
wgMLST-00048552	STMMW_20551
wgMLST-00048553	STMMW_20561
wgMLST-00048554	STMMW_20571
wgMLST-00048556	STMMW_20591
wgMLST-00048557	STMMW_20601
wgMLST-00048558	STMMW_20611
wgMLST-00048559	STMMW_20621
wgMLST-00048560	STMMW_20631
wgMLST-00048561	STMMW_20651
wgMLST-00048562	STMMW_20661
wgMLST-00048563	STMMW_20671
wgMLST-00048564	STMMW_20691
wgMLST-00048565	STMMW_20701
wgMLST-00048566	STMMW_20711
wgMLST-00048568	STMMW_20731
wgMLST-00048569	STMMW_20741
wgMLST-00048570	STMMW_20751
wgMLST-00048571	STMMW_20771
wgMLST-00048572	STMMW_20781
wgMLST-00048573	STMMW_20791
wgMLST-00048574	STMMW_20811
wgMLST-00048575	STMMW_20831
wgMLST-00048576	STMMW_20841
wgMLST-00048577	STMMW_20871
wgMLST-00048578	STMMW_20881
wgMLST-00048579	STMMW_20891
wgMLST-00048580	STMMW_20901
wgMLST-00048581	STMMW_20911
wgMLST-00048582	STMMW_20921
wgMLST-00048583	STMMW_20931
wgMLST-00048584	STMMW_20941
wgMLST-00048585	STMMW_20951
wgMLST-00048586	STMMW_20981
wgMLST-00048587	STMMW_20991
wgMLST-00048588	STMMW_21001
wgMLST-00048589	STMMW_21011
wgMLST-00048590	STMMW_21021
wgMLST-00048591	STMMW_21031
wgMLST-00048592	STMMW_21041
wgMLST-00048593	STMMW_21051
wgMLST-00048594	STMMW_21061
wgMLST-00048595	STMMW_21071
wgMLST-00048596	STMMW_21081
wgMLST-00048597	STMMW_21091
wgMLST-00048598	STMMW_21101
wgMLST-00048599	STMMW_21111
wgMLST-00048600	STMMW_21121
wgMLST-00048612	STMMW_21261
wgMLST-00048614	STMMW_21301
wgMLST-00048615	STMMW_21311
wgMLST-00048616	STMMW_21331
wgMLST-00048617	STMMW_21341
wgMLST-00048618	STMMW_21371
wgMLST-00048619	STMMW_21381
wgMLST-00048620	STMMW_21401
wgMLST-00048621	STMMW_21411
wgMLST-00048622	STMMW_21421
wgMLST-00048623	STMMW_21431
wgMLST-00048624	STMMW_21441
wgMLST-00048625	STMMW_21451
wgMLST-00048626	STMMW_21461
wgMLST-00048627	STMMW_21471
wgMLST-00048628	STMMW_21481
wgMLST-00048629	STMMW_21491
wgMLST-00048630	STMMW_21501
wgMLST-00048631	STMMW_21511
wgMLST-00048632	STMMW_21521
wgMLST-00048633	STMMW_21531
wgMLST-00048634	STMMW_21541
wgMLST-00048635	STMMW_21561
wgMLST-00048636	STMMW_21571
wgMLST-00048638	STMMW_21591
wgMLST-00048639	STMMW_21601
wgMLST-00048640	STMMW_21611
wgMLST-00048641	STMMW_21621
wgMLST-00048642	STMMW_21631
wgMLST-00048643	STMMW_21641
wgMLST-00048644	STMMW_21651
wgMLST-00048646	STMMW_21671
wgMLST-00048648	STMMW_21721
wgMLST-00048649	STMMW_21731
wgMLST-00048650	STMMW_21741
wgMLST-00048651	STMMW_21751
wgMLST-00048652	STMMW_21761
wgMLST-00048653	STMMW_21771
wgMLST-00048654	STMMW_21781
wgMLST-00048655	STMMW_21791
wgMLST-00048660	STMMW_21851
wgMLST-00048661	STMMW_21861
wgMLST-00048662	STMMW_21871
wgMLST-00048663	STMMW_21881
wgMLST-00048664	STMMW_21891
wgMLST-00048665	STMMW_21901
wgMLST-00048666	STMMW_21911
wgMLST-00048667	STMMW_21921
wgMLST-00048668	STMMW_21931
wgMLST-00048669	STMMW_21941
wgMLST-00048670	STMMW_21951
wgMLST-00048671	STMMW_21961
wgMLST-00048672	STMMW_21971
wgMLST-00048673	STMMW_21981
wgMLST-00048674	STMMW_21991
wgMLST-00048675	STMMW_22001
wgMLST-00048676	STMMW_22011
wgMLST-00048677	STMMW_22021
wgMLST-00048678	STMMW_22031
wgMLST-00048681	STMMW_22061
wgMLST-00048682	STMMW_22071
wgMLST-00048683	STMMW_22081
wgMLST-00048684	STMMW_22091
wgMLST-00048685	STMMW_22101
wgMLST-00048686	STMMW_22111
wgMLST-00048687	STMMW_22131
wgMLST-00048688	STMMW_22141
wgMLST-00048689	STMMW_22151
wgMLST-00048690	STMMW_22161
wgMLST-00048692	STMMW_22181
wgMLST-00048693	STMMW_22191
